ФИО,ГодРождения,ГодСмерти,ЧислоДетей
Лебедев Юрий Иванович,1885,1912,11
Сидоров Юрий Андреевич,1889,1957,6
Лебедев Дмитрий Алексеевич,1810,1975,12
Волков Иван Федорович,1840,1989,5
Фролов Дмитрий Андреевич,1803,2022,7
Волков Петр Иванович,1883,1961,11
Смирнов Андрей Петрович,1859,1981,3
Лебедев Дмитрий Юрьевич,1830,1998,6
Фролов Алексей Иванович,1852,2010,0
Новиков Иван Николаевич,1963,2013,0
Смирнов Юрий Федорович,1848,1888,13
Фролов Алексей Андреевич,1892,1897,11
Лебедев Иван Дмитриевич,1851,1893,11
Сидоров Петр Федорович,1905,1925,12
Попов Дмитрий Юрьевич,1852,1966,0
Попов Андрей Федорович,1941,2023,3
Новиков Никита Федорович,1865,1941,1
Иванов Артем Федорович,1962,1988,1
Волков Юрий Николаевич,1817,2022,2
Петров Алексей Васильевич,1855,1886,1
Попов Сергей Андреевич,1934,1980,7
Попов Иван Сергеевич,1818,1914,8
Лебедев Никита Андреевич,1950,1993,3
Фролов Владимир Иванович,1867,1884,5
Кузнецов Сергей Юрьевич,1922,1988,4
Смирнов Андрей Петрович,1935,1949,3
Сидоров Алексей Андреевич,1887,2023,11
Петров Иван Алексеевич,1880,1892,0
Попов Никита Сергеевич,1814,1933,7
Лебедев Петр Иванович,1868,1957,6
Смирнов Никита Алексеевич,1926,1958,9
Иванов Никита Николаевич,1821,1874,0
Новиков Андрей Юрьевич,1926,1988,0
Петров Петр Сергеевич,1924,1972,4
Новиков Дмитрий Андреевич,1864,2004,11
Попов Иван Николаевич,1808,1846,7
Кузнецов Иван Николаевич,1984,2013,2
Лебедев Андрей Иванович,1982,1995,3
Лебедев Андрей Николаевич,1890,1915,14
Лебедев Артем Дмитриевич,1824,1985,5
Сидоров Андрей Юрьевич,1848,1871,5
Волков Иван Петрович,1949,1980,2
Лебедев Юрий Николаевич,1899,1995,0
Иванов Алексей Николаевич,1864,1975,14
Попов Алексей Васильевич,1832,1834,5
Лебедев Петр Алексеевич,1903,1969,9
Новиков Сергей Юрьевич,1904,1944,13
Иванов Никита Васильевич,1870,1999,6
Фролов Андрей Федорович,1822,1825,6
Фролов Владимир Андреевич,1832,1852,3
Новиков Владимир Иванович,1825,1974,0
Кузнецов Владимир Васильевич,1899,2010,8
Кузнецов Петр Васильевич,1868,1964,7
Кузнецов Андрей Юрьевич,1870,1899,5
Сидоров Артем Васильевич,1857,1938,1
Кузнецов Владимир Сергеевич,1816,1894,9
Волков Иван Петрович,1874,1998,3
Волков Иван Иванович,1804,1943,3
Фролов Дмитрий Иванович,1828,1946,1
Лебедев Андрей Петрович,1829,1870,13
Иванов Петр Васильевич,1862,1942,12
Кузнецов Юрий Николаевич,1899,1925,10
Иванов Никита Дмитриевич,1818,1913,9
Фролов Алексей Федорович,1920,1952,8
Сидоров Петр Иванович,1888,1958,9
Иванов Иван Федорович,1995,1999,12
Волков Юрий Дмитриевич,1840,1991,9
Фролов Алексей Николаевич,1821,1825,14
Кузнецов Юрий Иванович,1862,1978,4
Попов Юрий Федорович,1870,1935,0
Сидоров Никита Дмитриевич,1905,1962,9
Кузнецов Дмитрий Андреевич,1901,1945,10
Лебедев Юрий Юрьевич,1803,1951,1
Петров Петр Юрьевич,1900,1959,13
Попов Юрий Алексеевич,1835,2012,13
Иванов Андрей Алексеевич,1968,1981,3
Лебедев Алексей Иванович,1928,1993,0
Новиков Андрей Дмитриевич,1990,2019,11
Кузнецов Андрей Федорович,1802,1920,12
Волков Артем Андреевич,1802,1844,6
Волков Петр Андреевич,1916,1975,14
Кузнецов Алексей Сергеевич,1892,1948,2
Кузнецов Юрий Иванович,1951,1995,14
Сидоров Иван Федорович,1853,1880,14
Новиков Сергей Николаевич,1834,1920,6
Попов Петр Николаевич,1804,1998,6
Смирнов Дмитрий Васильевич,1804,1829,3
Иванов Андрей Иванович,1830,1843,12
Фролов Иван Андреевич,1852,1926,3
Лебедев Сергей Николаевич,1807,2007,4
Петров Дмитрий Дмитриевич,1873,2007,11
Кузнецов Алексей Юрьевич,1812,1890,8
Кузнецов Артем Петрович,1932,1995,9
Лебедев Артем Петрович,1871,1894,4
Попов Никита Петрович,1887,1928,2
Волков Петр Иванович,1951,1973,7
Волков Дмитрий Дмитриевич,1894,1908,9
Фролов Юрий Дмитриевич,1812,1862,0
Новиков Иван Андреевич,1871,1937,3
Смирнов Владимир Федорович,1981,1999,12
Смирнов Петр Сергеевич,1921,1923,9
Фролов Андрей Алексеевич,1984,1995,3
Новиков Никита Алексеевич,1840,2013,0
Новиков Иван Васильевич,1899,1965,8
Смирнов Иван Алексеевич,1830,1946,12
Кузнецов Дмитрий Иванович,1973,1990,14
Петров Сергей Сергеевич,1995,2009,1
Сидоров Петр Николаевич,1867,1968,14
Кузнецов Андрей Николаевич,1817,1905,8
Новиков Алексей Васильевич,1807,1955,0
Иванов Никита Васильевич,1814,1869,10
Иванов Дмитрий Сергеевич,1981,1987,3
Иванов Алексей Васильевич,1946,1966,5
Лебедев Петр Алексеевич,1831,2021,3
Волков Андрей Николаевич,1889,1955,1
Иванов Алексей Сергеевич,1865,2014,6
Волков Андрей Алексеевич,1986,1996,11
Иванов Дмитрий Дмитриевич,1836,1991,10
Кузнецов Никита Васильевич,1930,1982,3
Новиков Владимир Сергеевич,1845,1964,8
Фролов Алексей Сергеевич,1828,1959,2
Смирнов Артем Алексеевич,1976,2018,2
Сидоров Дмитрий Юрьевич,1816,2024,0
Сидоров Никита Петрович,1817,1843,1
Попов Владимир Дмитриевич,1839,1983,13
Кузнецов Иван Петрович,1806,1831,8
Попов Юрий Сергеевич,1870,1955,14
Волков Андрей Петрович,1856,1950,5
Петров Иван Юрьевич,1906,2023,10
Сидоров Дмитрий Федорович,1801,2017,8
Попов Иван Иванович,1822,1888,8
Волков Петр Юрьевич,1900,1927,4
Сидоров Алексей Дмитриевич,1826,1936,5
Лебедев Сергей Алексеевич,1907,1958,5
Петров Артем Алексеевич,2017,2019,8
Петров Юрий Дмитриевич,1922,1946,6
Попов Сергей Николаевич,1843,1855,3
Кузнецов Владимир Дмитриевич,1923,1963,2
Иванов Дмитрий Юрьевич,1942,2018,13
Иванов Петр Васильевич,1838,2006,9
Петров Петр Сергеевич,1819,1893,6
Волков Владимир Николаевич,1829,1921,13
Кузнецов Дмитрий Алексеевич,1817,1868,4
Иванов Дмитрий Алексеевич,1853,1972,8
Смирнов Юрий Петрович,1832,1901,4
Новиков Андрей Федорович,2003,2004,0
Волков Сергей Юрьевич,1848,1982,13
Смирнов Сергей Петрович,1850,1851,5
Фролов Дмитрий Иванович,1843,1961,10
Новиков Андрей Петрович,1881,1984,8
Смирнов Артем Петрович,1888,1935,5
Смирнов Дмитрий Сергеевич,2003,2018,13
Новиков Никита Васильевич,1811,2021,10
Волков Никита Васильевич,1856,1976,12
Фролов Алексей Николаевич,1818,1858,11
Смирнов Юрий Петрович,1901,1937,7
Лебедев Дмитрий Николаевич,1841,1860,0
Лебедев Андрей Андреевич,1929,1948,10
Фролов Андрей Сергеевич,1915,1925,4
Иванов Никита Петрович,1941,1963,9
Сидоров Иван Сергеевич,1823,2021,3
Иванов Иван Иванович,2003,2017,1
Петров Иван Алексеевич,1849,1904,7
Лебедев Петр Алексеевич,1808,1922,11
Кузнецов Юрий Федорович,1826,1850,4
Сидоров Владимир Васильевич,1902,1990,13
Смирнов Артем Сергеевич,1802,1840,12
Иванов Алексей Иванович,1814,1826,4
Иванов Алексей Петрович,1988,2019,0
Сидоров Юрий Сергеевич,1977,1994,8
Лебедев Андрей Алексеевич,1856,1983,7
Волков Алексей Алексеевич,1866,1887,1
Кузнецов Андрей Петрович,1862,1999,9
Смирнов Иван Иванович,1852,2010,8
Смирнов Юрий Андреевич,1876,1975,1
Лебедев Петр Иванович,1874,1874,4
Смирнов Никита Алексеевич,1871,1959,7
Фролов Артем Алексеевич,1828,1847,8
Иванов Андрей Николаевич,1914,1922,5
Фролов Андрей Алексеевич,1872,1913,10
Кузнецов Дмитрий Николаевич,1870,1879,10
Смирнов Владимир Сергеевич,1918,1996,7
Кузнецов Андрей Юрьевич,1814,2009,12
Попов Сергей Юрьевич,1873,1951,8
Смирнов Никита Иванович,1894,1951,3
Волков Иван Васильевич,1841,1951,6
Иванов Дмитрий Иванович,1919,1982,13
Сидоров Никита Николаевич,1964,1989,11
Иванов Артем Иванович,1872,1928,14
Лебедев Петр Сергеевич,1813,1843,14
Петров Дмитрий Федорович,1988,2013,12
Волков Петр Андреевич,1972,1974,9
Лебедев Петр Николаевич,1985,1996,0
Иванов Артем Сергеевич,1880,2017,5
Иванов Никита Алексеевич,1902,1946,14
Лебедев Дмитрий Николаевич,1828,1956,7
Иванов Артем Петрович,1810,1878,6
Сидоров Владимир Петрович,1944,1987,7
Попов Петр Юрьевич,1883,1965,13
Петров Владимир Алексеевич,1875,1903,9
Волков Никита Федорович,1841,2015,3
Петров Никита Андреевич,1826,1973,14
Волков Артем Дмитриевич,1871,1958,1
Фролов Алексей Юрьевич,1820,1968,3
Петров Андрей Васильевич,1834,1914,10
Новиков Сергей Дмитриевич,1822,1974,1
Кузнецов Сергей Сергеевич,1930,1979,6
Смирнов Юрий Дмитриевич,1986,2010,1
Иванов Петр Сергеевич,1875,1984,10
Волков Петр Николаевич,1879,2024,13
Иванов Петр Юрьевич,1974,2002,2
Новиков Дмитрий Сергеевич,1866,1867,6
Смирнов Андрей Сергеевич,1849,1928,8
Волков Артем Васильевич,1885,1943,3
Фролов Владимир Васильевич,1845,1952,11
Кузнецов Иван Андреевич,1955,1965,9
Попов Артем Федорович,1986,2019,5
Новиков Владимир Андреевич,1804,1837,14
Петров Дмитрий Андреевич,1926,1938,1
Смирнов Юрий Алексеевич,1815,2006,1
Новиков Алексей Алексеевич,1969,1995,1
Сидоров Владимир Дмитриевич,1915,1947,7
Попов Владимир Андреевич,1829,1944,13
Новиков Алексей Петрович,2009,2022,5
Петров Владимир Дмитриевич,1837,1974,14
Попов Андрей Андреевич,1844,1953,5
Волков Петр Дмитриевич,1946,1959,3
Волков Артем Петрович,1816,1875,7
Кузнецов Сергей Васильевич,1870,1927,5
Смирнов Андрей Сергеевич,1850,1971,8
Петров Дмитрий Николаевич,1870,2012,12
Попов Сергей Иванович,1818,2021,9
Смирнов Алексей Петрович,1825,1907,7
Лебедев Иван Иванович,1855,2001,0
Лебедев Алексей Петрович,1875,2014,13
Новиков Андрей Васильевич,1849,1997,14
Петров Никита Алексеевич,1848,2006,11
Лебедев Владимир Петрович,1902,1928,2
Иванов Петр Алексеевич,1918,1960,3
Волков Андрей Дмитриевич,1895,1995,0
Смирнов Андрей Андреевич,1823,2022,0
Петров Иван Андреевич,1927,1970,13
Новиков Сергей Николаевич,1828,1985,8
Кузнецов Петр Юрьевич,1808,1932,1
Сидоров Юрий Андреевич,1857,1886,3
Сидоров Дмитрий Николаевич,1892,1960,0
Смирнов Петр Федорович,1832,1836,12
Петров Андрей Андреевич,1832,1931,4
Иванов Петр Дмитриевич,1886,1889,14
Попов Сергей Алексеевич,1841,1900,1
Смирнов Иван Юрьевич,1922,2012,11
Сидоров Дмитрий Петрович,1878,1951,11
Новиков Никита Андреевич,1900,1996,12
Сидоров Артем Сергеевич,1839,1886,11
Смирнов Сергей Васильевич,1860,1967,9
Смирнов Юрий Дмитриевич,1852,1871,12
Попов Иван Андреевич,1889,1963,3
Лебедев Дмитрий Федорович,1865,1984,4
Иванов Никита Юрьевич,1931,1983,5
Петров Владимир Васильевич,1906,1945,13
Попов Юрий Иванович,1832,2008,6
Новиков Дмитрий Юрьевич,1826,1856,13
Попов Алексей Алексеевич,1893,1899,1
Попов Иван Андреевич,1883,2006,14
Смирнов Сергей Федорович,1860,1974,7
Волков Сергей Юрьевич,1831,1834,0
Попов Сергей Николаевич,1804,1971,2
Кузнецов Юрий Петрович,1869,1998,4
Лебедев Иван Федорович,1809,1970,11
Волков Юрий Николаевич,1852,1974,4
Смирнов Владимир Алексеевич,1846,1972,10
Волков Дмитрий Федорович,1879,1915,2
Волков Артем Иванович,1945,1951,3
Кузнецов Никита Петрович,1816,1925,11
Кузнецов Иван Алексеевич,1831,2000,5
Лебедев Владимир Петрович,1936,2002,1
Новиков Артем Андреевич,1953,2022,13
Сидоров Юрий Васильевич,1914,1926,7
Фролов Алексей Сергеевич,1807,1945,3
Сидоров Никита Васильевич,1830,1937,8
Лебедев Владимир Васильевич,1881,1964,11
Фролов Андрей Юрьевич,1854,1945,5
Смирнов Петр Петрович,1911,1979,12
Волков Сергей Алексеевич,1847,1889,8
Иванов Юрий Юрьевич,1928,1965,1
Фролов Дмитрий Николаевич,1874,1974,2
Фролов Петр Сергеевич,1844,1948,14
Смирнов Сергей Алексеевич,1851,1865,13
Фролов Никита Алексеевич,1849,1932,4
Попов Сергей Сергеевич,1813,1995,4
Попов Артем Алексеевич,1837,2011,10
Петров Иван Андреевич,1927,1959,11
Петров Сергей Иванович,1859,1998,10
Иванов Иван Сергеевич,1932,1988,4
Петров Андрей Юрьевич,1821,1971,14
Фролов Сергей Петрович,1839,1953,6
Волков Иван Алексеевич,1941,1990,13
Новиков Андрей Иванович,1841,1847,0
Волков Иван Петрович,1900,1920,1
Попов Иван Алексеевич,1873,1959,0
Волков Сергей Федорович,1816,1963,5
Смирнов Владимир Федорович,1816,1918,2
Фролов Иван Николаевич,1950,2018,5
Сидоров Артем Николаевич,1945,1964,7
Смирнов Андрей Федорович,1861,1950,14
Волков Иван Васильевич,1847,1898,12
Фролов Сергей Алексеевич,1897,1998,6
Лебедев Юрий Николаевич,1807,1878,13
Новиков Петр Иванович,1939,2021,1
Фролов Петр Алексеевич,1859,1932,11
Лебедев Петр Васильевич,1978,2017,10
Фролов Андрей Петрович,1906,1991,2
Сидоров Юрий Федорович,1957,1964,8
Кузнецов Петр Иванович,1834,1973,12
Новиков Петр Дмитриевич,1878,1935,7
Сидоров Юрий Дмитриевич,1822,1963,4
Петров Иван Дмитриевич,1978,1987,5
Кузнецов Никита Андреевич,1962,2010,11
Сидоров Андрей Алексеевич,1821,1846,14
Сидоров Алексей Сергеевич,1964,1998,0
Волков Сергей Юрьевич,1995,1996,13
Фролов Иван Андреевич,1934,2011,7
Кузнецов Юрий Алексеевич,1824,1957,2
Лебедев Артем Федорович,1965,2007,5
Волков Дмитрий Федорович,1945,1962,2
Новиков Иван Федорович,1846,1992,14
Петров Петр Андреевич,1936,1990,11
Лебедев Владимир Васильевич,1840,1856,5
Иванов Владимир Николаевич,1843,1970,11
Кузнецов Иван Сергеевич,1870,1886,13
Иванов Алексей Андреевич,1842,1853,14
Сидоров Андрей Иванович,1973,1993,1
Смирнов Алексей Андреевич,1900,1922,13
Лебедев Никита Сергеевич,1849,1895,5
Иванов Артем Андреевич,1870,1966,0
Сидоров Андрей Юрьевич,1826,1873,2
Попов Дмитрий Юрьевич,1838,1860,8
Лебедев Андрей Алексеевич,1836,1954,12
Иванов Алексей Иванович,1811,1842,5
Петров Сергей Иванович,1853,2019,7
Попов Юрий Алексеевич,1832,1886,7
Фролов Владимир Федорович,1932,1933,8
Лебедев Владимир Алексеевич,1848,1881,5
Петров Петр Дмитриевич,1960,1995,10
Смирнов Иван Юрьевич,1929,1948,14
Смирнов Петр Андреевич,1834,2006,2
Попов Юрий Дмитриевич,1851,1856,4
Новиков Никита Сергеевич,1927,1929,10
Лебедев Андрей Петрович,1804,1928,14
Иванов Андрей Сергеевич,1892,1989,9
Новиков Сергей Дмитриевич,1816,1998,7
Попов Алексей Андреевич,1868,2019,9
Фролов Алексей Николаевич,1896,2018,5
Фролов Юрий Иванович,1925,1950,2
Попов Сергей Николаевич,1917,1931,0
Сидоров Владимир Васильевич,1843,1887,7
Попов Юрий Николаевич,1908,1921,10
Фролов Петр Дмитриевич,1807,1833,13
Петров Владимир Андреевич,1915,2024,2
Иванов Дмитрий Николаевич,1842,1848,5
Иванов Владимир Юрьевич,1843,1856,11
Петров Алексей Петрович,1879,1941,3
Сидоров Сергей Андреевич,1947,1948,3
Петров Владимир Федорович,1928,1955,13
Попов Сергей Петрович,1891,1905,2
Фролов Иван Алексеевич,1801,1841,8
Кузнецов Иван Сергеевич,1931,1978,8
Новиков Юрий Николаевич,1897,1998,10
Иванов Андрей Сергеевич,1955,1995,14
Волков Алексей Юрьевич,1935,1946,9
Фролов Никита Алексеевич,1888,2005,9
Кузнецов Дмитрий Сергеевич,1856,1938,14
Фролов Никита Андреевич,1825,1977,2
Петров Алексей Алексеевич,1878,1899,9
Кузнецов Алексей Дмитриевич,1884,1914,13
Лебедев Сергей Юрьевич,1828,1873,3
Кузнецов Иван Сергеевич,1843,1865,7
Кузнецов Артем Петрович,1879,1952,12
Попов Петр Федорович,1938,2024,4
Иванов Алексей Петрович,1813,2014,2
Сидоров Юрий Сергеевич,1908,1951,12
Попов Сергей Федорович,1953,1979,7
Новиков Иван Сергеевич,1804,1814,3
Волков Петр Алексеевич,1853,1959,10
Лебедев Никита Алексеевич,1826,1974,0
Лебедев Алексей Юрьевич,1865,1941,10
Попов Владимир Петрович,1941,2016,13
Новиков Никита Дмитриевич,1812,1892,0
Иванов Дмитрий Федорович,1914,1993,5
Смирнов Владимир Петрович,1863,1869,10
Лебедев Алексей Сергеевич,1925,1975,2
Иванов Владимир Сергеевич,1851,1907,4
Смирнов Дмитрий Сергеевич,1952,1979,7
Фролов Артем Петрович,1816,1955,12
Смирнов Владимир Юрьевич,1888,1899,7
Петров Никита Андреевич,1876,1930,13
Попов Петр Алексеевич,1960,1995,8
Сидоров Юрий Иванович,1987,1999,3
Смирнов Артем Васильевич,1852,1924,13
Кузнецов Иван Николаевич,1806,1991,2
Смирнов Андрей Васильевич,1967,1970,9
Смирнов Дмитрий Васильевич,1886,2011,12
Иванов Владимир Петрович,1878,1993,4
Петров Петр Алексеевич,1928,2023,0
Волков Дмитрий Дмитриевич,1874,1969,11
Лебедев Владимир Федорович,1838,1910,0
Петров Андрей Сергеевич,1827,1934,7
Кузнецов Алексей Юрьевич,1978,2002,0
Попов Сергей Алексеевич,1844,1889,9
Попов Иван Федорович,1821,1869,6
Сидоров Андрей Дмитриевич,1832,1911,8
Лебедев Никита Иванович,1890,1910,11
Попов Дмитрий Андреевич,1966,2021,14
Лебедев Алексей Федорович,1830,1975,2
Лебедев Владимир Федорович,1863,1909,13
Фролов Андрей Николаевич,2016,2023,2
Новиков Артем Николаевич,1855,1900,5
Фролов Юрий Николаевич,1866,1914,0
Иванов Петр Федорович,1843,1953,0
Фролов Андрей Сергеевич,1842,2002,5
Фролов Алексей Иванович,1879,1934,2
Фролов Артем Николаевич,1887,1981,4
Волков Юрий Юрьевич,1940,1974,5
Смирнов Сергей Сергеевич,1929,1978,13
Петров Владимир Дмитриевич,1808,1919,2
Смирнов Никита Сергеевич,1851,1936,11
Кузнецов Андрей Юрьевич,1997,2011,1
Сидоров Дмитрий Васильевич,1891,1908,14
Новиков Владимир Федорович,1810,1866,9
Волков Юрий Иванович,1913,1995,1
Попов Алексей Федорович,1968,2017,12
Волков Сергей Иванович,1829,1881,9
Смирнов Юрий Андреевич,1971,1999,8
Кузнецов Владимир Юрьевич,1945,1978,5
Новиков Никита Николаевич,1833,2010,12
Кузнецов Владимир Дмитриевич,1945,1982,6
Кузнецов Никита Дмитриевич,1898,1901,12
Петров Андрей Иванович,1952,1989,14
Сидоров Петр Сергеевич,1873,1916,13
Волков Дмитрий Петрович,1871,1926,9
Лебедев Петр Николаевич,1812,1993,5
Лебедев Иван Васильевич,1926,2017,2
Фролов Дмитрий Николаевич,1866,1878,4
Смирнов Юрий Иванович,1807,1949,8
Петров Никита Васильевич,1973,1989,2
Смирнов Юрий Юрьевич,1861,1874,12
Попов Артем Петрович,1937,1946,4
Волков Владимир Васильевич,1852,1936,13
Попов Сергей Дмитриевич,1869,1938,5
Смирнов Дмитрий Андреевич,1888,1894,8
Сидоров Юрий Юрьевич,1854,1868,6
Сидоров Андрей Андреевич,1906,2008,11
Фролов Артем Федорович,1896,1938,0
Фролов Иван Андреевич,1956,1988,12
Сидоров Петр Дмитриевич,1815,1932,12
Новиков Юрий Петрович,1880,1894,6
Сидоров Артем Николаевич,1812,2006,5
Новиков Сергей Федорович,1891,2011,6
Смирнов Никита Петрович,1897,1966,8
Петров Алексей Алексеевич,1861,1919,7
Волков Сергей Алексеевич,1804,1921,13
Кузнецов Петр Андреевич,1876,1987,11
Смирнов Дмитрий Николаевич,1853,1904,10
Волков Петр Дмитриевич,1828,1921,11
Лебедев Владимир Андреевич,1865,2006,1
Фролов Дмитрий Федорович,1836,1985,4
Сидоров Андрей Юрьевич,1816,1947,6
Иванов Андрей Федорович,1870,2004,14
Попов Дмитрий Дмитриевич,1827,1925,7
Лебедев Алексей Сергеевич,1891,1951,2
Иванов Иван Васильевич,1853,1893,10
Кузнецов Иван Федорович,1872,1916,9
Иванов Дмитрий Петрович,1893,1963,4
Кузнецов Никита Алексеевич,1830,1873,14
Новиков Никита Алексеевич,1831,1976,6
Лебедев Андрей Федорович,1844,1996,2
Фролов Владимир Федорович,1808,1884,13
Лебедев Алексей Николаевич,1903,2011,10
Попов Никита Дмитриевич,1948,2000,10
Петров Артем Васильевич,1895,1997,6
Фролов Сергей Федорович,1838,1853,10
Петров Владимир Петрович,1805,1908,9
Кузнецов Дмитрий Андреевич,1949,2006,5
Новиков Алексей Васильевич,1859,1862,9
Попов Никита Сергеевич,1948,2001,13
Петров Дмитрий Андреевич,1856,1917,11
Петров Иван Юрьевич,1832,1920,2
Лебедев Дмитрий Петрович,1909,1968,0
Лебедев Никита Дмитриевич,1868,1920,3
Сидоров Владимир Дмитриевич,1835,1885,4
Попов Алексей Васильевич,1828,1917,13
Фролов Сергей Петрович,1921,1973,13
Новиков Андрей Юрьевич,1901,1964,0
Фролов Владимир Николаевич,1890,2014,4
Кузнецов Иван Дмитриевич,2004,2005,0
Иванов Петр Алексеевич,1903,2009,13
Петров Владимир Васильевич,1801,1924,4
Иванов Сергей Васильевич,1920,1999,2
Новиков Андрей Дмитриевич,1926,2022,12
Сидоров Алексей Юрьевич,1845,1980,2
Сидоров Петр Федорович,2009,2019,5
Иванов Никита Петрович,1802,1955,10
Петров Иван Петрович,1896,1966,9
Петров Петр Иванович,1920,2002,10
Волков Петр Дмитриевич,1968,2016,11
Кузнецов Никита Андреевич,1859,1902,1
Фролов Дмитрий Андреевич,1895,1977,11
Иванов Владимир Васильевич,1902,1903,13
Лебедев Никита Юрьевич,1938,1944,1
Фролов Иван Федорович,1812,1924,1
Сидоров Владимир Николаевич,1887,1935,11
Смирнов Артем Сергеевич,1849,2008,3
Смирнов Владимир Петрович,1858,2007,13
Иванов Юрий Андреевич,1993,2012,2
Сидоров Юрий Дмитриевич,1815,1831,12
Волков Сергей Федорович,1826,1962,11
Иванов Владимир Андреевич,1804,1881,6
Кузнецов Сергей Андреевич,1864,1980,5
Петров Алексей Алексеевич,1926,1969,12
Волков Андрей Алексеевич,1888,1964,10
Новиков Сергей Иванович,1859,1916,13
Сидоров Андрей Сергеевич,1945,1984,4
Смирнов Никита Сергеевич,1934,1947,13
Волков Иван Васильевич,1958,2019,2
Сидоров Андрей Юрьевич,1858,1881,5
Смирнов Артем Федорович,1904,1907,13
Кузнецов Иван Васильевич,1829,1905,0
Фролов Андрей Петрович,1824,1899,5
Петров Дмитрий Николаевич,1971,1977,0
Фролов Алексей Васильевич,1911,2004,8
Фролов Дмитрий Иванович,1846,1971,12
Иванов Артем Юрьевич,1800,1951,13
Лебедев Никита Васильевич,1905,1985,8
Петров Дмитрий Юрьевич,1900,2008,12
Петров Артем Андреевич,1867,1993,12
Кузнецов Никита Васильевич,1870,1985,14
Новиков Владимир Дмитриевич,1813,2001,0
Кузнецов Алексей Васильевич,1833,2012,5
